"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 18 23:30:04 BRT 2021","Thu Mar 18 23:30:15 BRT 2021","11091","","Adicionar Produto ao carrinho","","","","Adicionar Produto ao carrinho via busca",""
